Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age_Group,Addicted_Score_Norm,Addiction_Level
224,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,In Relationship,2,4,22-24,-1.5364562987247306,Low
225,19,Female,Undergraduate,Japan,3.8,Line,No,7.9,8,Single,1,3,19-21,-2.166957864848674,Low
226,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium
227,20,Female,Undergraduate,South Korea,5.2,Kakaotalk,Yes,6.5,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium
228,22,Male,Graduate,Russia,4.8,Vkontakte,No,7.2,7,Single,2,5,22-24,-0.9059547326007871,Low
229,19,Female,Undergraduate,Usa,7.0,Tiktok,Yes,5.8,4,In Relationship,4,9,19-21,1.616051531894987,High
230,21,Male,Graduate,Uk,5.5,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
231,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
232,22,Male,Graduate,Germany,4.0,Instagram,No,7.9,8,Single,1,4,22-24,-1.5364562987247306,Low
233,19,Female,Undergraduate,Japan,3.5,Line,No,8.0,8,Single,1,3,19-21,-2.166957864848674,Low
234,21,Male,Graduate,Italy,5.7,Tiktok,Yes,6.5,5,In Relationship,3,8,19-21,0.9855499657710435,High
235,20,Female,Undergraduate,South Korea,5.0,Kakaotalk,Yes,6.8,6,Single,3,6,19-21,-0.27545316647684354,Medium
236,22,Male,Graduate,Russia,4.5,Vkontakte,No,7.4,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
237,19,Female,Undergraduate,Usa,6.8,Instagram,Yes,5.9,4,Single,4,9,19-21,1.616051531894987,High
238,21,Male,Graduate,Uk,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,19-21,0.3550483996471,Medium
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,19-21,-0.9059547326007871,Low
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
241,19,Female,Undergraduate,Japan,3.7,Line,No,7.8,8,Single,1,3,19-21,-2.166957864848674,Low
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,19-21,0.3550483996471,Medium
243,20,Female,Undergraduate,South Korea,5.1,Kakaotalk,Yes,6.6,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium
244,22,Male,Graduate,Russia,4.7,Vkontakte,No,7.3,7,Single,2,5,22-24,-0.9059547326007871,Low
245,19,Female,Undergraduate,Usa,6.9,Tiktok,Yes,5.7,4,In Relationship,4,9,19-21,1.616051531894987,High
246,21,Male,Graduate,Uk,5.7,Instagram,Yes,6.4,6,Single,3,7,19-21,0.3550483996471,Medium
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,22-24,-1.5364562987247306,Low
249,19,Female,Undergraduate,Japan,3.6,Line,No,8.1,8,Single,1,3,19-21,-2.166957864848674,Low
250,21,Male,Graduate,Italy,5.6,Tiktok,Yes,6.6,5,In Relationship,3,8,19-21,0.9855499657710435,High
251,20,Female,Undergraduate,South Korea,4.9,Kakaotalk,Yes,6.9,6,Single,3,6,19-21,-0.27545316647684354,Medium
252,22,Male,Graduate,Russia,4.6,Vkontakte,No,7.5,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
253,19,Female,Undergraduate,Usa,6.7,Instagram,Yes,5.8,4,Single,4,9,19-21,1.616051531894987,High
254,21,Male,Graduate,Uk,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,19-21,0.3550483996471,Medium
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,19-21,-0.9059547326007871,Low
256,22,Male,Graduate,Germany,4.0,Facebook,No,7.6,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
257,19,Female,Undergraduate,Japan,3.4,Line,No,8.2,8,Single,1,3,19-21,-2.166957864848674,Low
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,19-21,0.3550483996471,Medium
259,20,Female,Undergraduate,South Korea,5.0,Kakaotalk,Yes,6.7,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium
260,22,Male,Graduate,Russia,4.4,Vkontakte,No,7.6,7,Single,2,5,22-24,-0.9059547326007871,Low
261,19,Female,Undergraduate,Usa,6.6,Tiktok,Yes,5.6,4,In Relationship,4,9,19-21,1.616051531894987,High
262,21,Male,Graduate,Uk,5.3,Instagram,Yes,6.3,6,Single,3,7,19-21,0.3550483996471,Medium
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,22-24,-1.5364562987247306,Low
265,19,Female,Undergraduate,Japan,3.3,Line,No,8.3,8,Single,1,3,19-21,-2.166957864848674,Low
266,21,Male,Graduate,Italy,5.2,Tiktok,Yes,6.9,5,In Relationship,3,8,19-21,0.9855499657710435,High
267,20,Female,Undergraduate,South Korea,4.8,Kakaotalk,Yes,7.0,6,Single,3,6,19-21,-0.27545316647684354,Medium
268,22,Male,Graduate,Russia,4.3,Vkontakte,No,7.7,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
269,19,Female,Undergraduate,Usa,6.4,Instagram,Yes,5.7,4,Single,4,9,19-21,1.616051531894987,High
270,21,Male,Graduate,Uk,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,19-21,0.3550483996471,Medium
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,19-21,-0.9059547326007871,Low
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,22-24,-1.5364562987247306,Low
273,19,Female,Undergraduate,Japan,3.2,Line,No,8.4,8,Single,1,3,19-21,-2.166957864848674,Low
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,19-21,0.3550483996471,Medium
275,20,Female,Undergraduate,South Korea,4.7,Kakaotalk,Yes,7.1,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium
276,22,Male,Graduate,Russia,4.2,Vkontakte,No,7.8,7,Single,2,5,22-24,-0.9059547326007871,Low
277,19,Female,Undergraduate,Usa,6.6,Tiktok,Yes,5.5,4,In Relationship,4,9,19-21,1.616051531894987,High
278,21,Male,Graduate,Uk,5.1,Instagram,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,22-24,-1.5364562987247306,Low
281,19,Female,Undergraduate,Japan,3.1,Line,No,8.5,8,Single,1,3,19-21,-2.166957864848674,Low
282,21,Male,Graduate,Italy,5.3,Tiktok,Yes,6.8,5,In Relationship,3,8,19-21,0.9855499657710435,High
283,20,Female,Undergraduate,South Korea,4.6,Kakaotalk,Yes,7.2,6,Single,3,6,19-21,-0.27545316647684354,Medium
284,22,Male,Graduate,Russia,4.1,Vkontakte,No,7.9,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
285,19,Female,Undergraduate,Usa,6.7,Instagram,Yes,5.4,4,Single,4,9,19-21,1.616051531894987,High
286,21,Male,Graduate,Uk,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,19-21,0.3550483996471,Medium
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,19-21,-0.9059547326007871,Low
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1,4,22-24,-1.5364562987247306,Low
289,19,Female,Undergraduate,Japan,3.0,Line,No,8.6,8,Single,1,3,19-21,-2.166957864848674,Low
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,19-21,0.3550483996471,Medium
291,20,Female,Undergraduate,South Korea,4.5,Kakaotalk,Yes,7.3,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium
292,22,Male,Graduate,Russia,4.0,Vkontakte,No,8.0,7,Single,2,5,22-24,-0.9059547326007871,Low
293,19,Female,Undergraduate,Usa,6.8,Tiktok,Yes,5.3,4,In Relationship,4,9,19-21,1.616051531894987,High
294,21,Male,Graduate,Uk,4.9,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,22-24,-1.5364562987247306,Low
297,19,Female,Undergraduate,Japan,2.9,Line,No,8.7,8,Single,1,3,19-21,-2.166957864848674,Low
298,21,Male,Graduate,Italy,5.1,Tiktok,Yes,7.0,5,In Relationship,3,8,19-21,0.9855499657710435,High
299,20,Female,Undergraduate,South Korea,4.4,Kakaotalk,Yes,7.4,6,Single,3,6,19-21,-0.27545316647684354,Medium
300,22,Male,Graduate,Russia,3.9,Vkontakte,No,8.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
301,19,Female,Undergraduate,Usa,6.9,Instagram,Yes,5.2,4,Single,4,9,19-21,1.616051531894987,High
302,21,Male,Graduate,Uk,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,19-21,0.3550483996471,Medium
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,19-21,-0.9059547326007871,Low
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,22-24,-1.5364562987247306,Low
305,19,Female,Undergraduate,Japan,2.8,Line,No,8.8,8,Single,1,3,19-21,-2.166957864848674,Low
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,19-21,0.3550483996471,Medium
307,20,Female,Undergraduate,South Korea,4.3,Kakaotalk,Yes,7.5,6,In Relationship,3,6,19-21,-0.27545316647684354,Medium
308,22,Male,Graduate,Russia,3.8,Vkontakte,No,8.2,7,Single,2,5,22-24,-0.9059547326007871,Low
309,19,Female,Undergraduate,Usa,7.0,Tiktok,Yes,5.1,4,In Relationship,4,9,19-21,1.616051531894987,High
310,21,Male,Graduate,Uk,4.7,Instagram,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,22-24,-1.5364562987247306,Low
313,19,Female,Undergraduate,Japan,2.7,Line,No,8.9,8,Single,1,3,19-21,-2.166957864848674,Low
314,21,Male,Graduate,Italy,4.9,Tiktok,Yes,7.2,5,In Relationship,3,8,19-21,0.9855499657710435,High
315,20,Female,Undergraduate,South Korea,4.2,Kakaotalk,Yes,7.6,6,Single,3,6,19-21,-0.27545316647684354,Medium
316,22,Male,Graduate,Russia,3.7,Vkontakte,No,8.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
317,19,Female,Undergraduate,Usa,7.1,Instagram,Yes,5.0,4,Single,4,9,19-21,1.616051531894987,High
318,21,Male,Graduate,Uk,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,19-21,0.3550483996471,Medium
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,19-21,-0.9059547326007871,Low
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,22-24,-1.5364562987247306,Low
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,19-21,0.3550483996471,Medium
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,19-21,-0.27545316647684354,Medium
324,22,Male,Graduate,India,5.8,Whatsapp,Yes,6.5,5,In Relationship,4,8,22-24,0.9855499657710435,High
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,19-21,-1.5364562987247306,Low
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
327,20,Female,Undergraduate,Usa,6.8,Tiktok,Yes,5.5,5,In Relationship,4,9,19-21,1.616051531894987,High
328,22,Male,Graduate,Mexico,5.6,Whatsapp,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium
331,20,Female,Undergraduate,Spain,5.1,Tiktok,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,19-21,-0.27545316647684354,Medium
334,21,Male,Graduate,India,5.9,Whatsapp,Yes,6.4,5,In Relationship,4,8,19-21,0.9855499657710435,High
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,19-21,-1.5364562987247306,Low
336,22,Male,Graduate,Turkey,5.4,Tiktok,Yes,6.8,6,Single,3,7,22-24,0.3550483996471,Medium
337,19,Female,Undergraduate,Usa,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,19-21,1.616051531894987,High
338,21,Male,Graduate,Mexico,5.7,Whatsapp,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
340,22,Male,Graduate,Canada,5.2,Tiktok,Yes,7.0,6,Single,3,7,22-24,0.3550483996471,Medium
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
343,20,Female,Undergraduate,Ireland,4.7,Tiktok,Yes,7.2,7,Single,3,6,19-21,-0.27545316647684354,Medium
344,22,Male,Graduate,India,6.0,Whatsapp,Yes,6.3,5,In Relationship,4,8,22-24,0.9855499657710435,High
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,19-21,-1.5364562987247306,Low
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,19-21,0.3550483996471,Medium
347,20,Female,Undergraduate,Usa,7.0,Tiktok,Yes,5.3,5,In Relationship,4,9,19-21,1.616051531894987,High
348,22,Male,Graduate,Mexico,5.8,Whatsapp,Yes,6.4,6,Single,3,7,22-24,0.3550483996471,Medium
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,19-21,0.3550483996471,Medium
351,20,Female,Undergraduate,Spain,4.9,Tiktok,Yes,7.0,6,Single,3,7,19-21,0.3550483996471,Medium
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,19-21,-0.27545316647684354,Medium
354,21,Male,Graduate,India,6.1,Whatsapp,Yes,6.2,5,In Relationship,4,8,19-21,0.9855499657710435,High
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,19-21,-1.5364562987247306,Low
356,22,Male,Graduate,Turkey,5.2,Tiktok,Yes,7.0,6,Single,3,7,22-24,0.3550483996471,Medium
357,19,Female,Undergraduate,Usa,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,19-21,1.616051531894987,High
358,21,Male,Graduate,Mexico,5.9,Whatsapp,Yes,6.3,6,Single,3,7,19-21,0.3550483996471,Medium
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
360,22,Male,Graduate,Canada,5.0,Tiktok,Yes,7.2,6,Single,3,7,22-24,0.3550483996471,Medium
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,19-21,0.3550483996471,Medium
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
363,20,Female,Undergraduate,Ireland,4.5,Tiktok,Yes,7.4,7,Single,3,6,19-21,-0.27545316647684354,Medium
364,22,Male,Graduate,India,6.2,Whatsapp,Yes,6.1,5,In Relationship,4,8,22-24,0.9855499657710435,High
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,19-21,-1.5364562987247306,Low
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7,19-21,0.3550483996471,Medium
367,20,Female,Undergraduate,Usa,7.2,Tiktok,Yes,5.1,5,In Relationship,4,9,19-21,1.616051531894987,High
368,22,Male,Graduate,Mexico,6.0,Whatsapp,Yes,6.2,6,Single,3,7,22-24,0.3550483996471,Medium
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7,19-21,0.3550483996471,Medium
371,20,Female,Undergraduate,Spain,4.7,Tiktok,Yes,7.2,6,Single,3,7,19-21,0.3550483996471,Medium
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,19-21,-0.27545316647684354,Medium
374,21,Male,Graduate,India,6.3,Whatsapp,Yes,6.0,5,In Relationship,4,8,19-21,0.9855499657710435,High
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4,19-21,-1.5364562987247306,Low
376,22,Male,Graduate,Turkey,5.0,Tiktok,Yes,7.2,6,Single,3,7,22-24,0.3550483996471,Medium
377,19,Female,Undergraduate,Usa,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,19-21,1.616051531894987,High
378,21,Male,Graduate,Mexico,6.1,Whatsapp,Yes,6.1,6,Single,3,7,19-21,0.3550483996471,Medium
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
380,22,Male,Graduate,Canada,4.8,Tiktok,Yes,7.4,6,Single,3,7,22-24,0.3550483996471,Medium
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,19-21,0.3550483996471,Medium
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
383,20,Female,Undergraduate,Ireland,4.3,Tiktok,Yes,7.6,7,Single,3,6,19-21,-0.27545316647684354,Medium
384,22,Male,Graduate,India,6.4,Whatsapp,Yes,5.9,5,In Relationship,4,8,22-24,0.9855499657710435,High
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4,19-21,-1.5364562987247306,Low
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,19-21,0.3550483996471,Medium
387,20,Female,Undergraduate,Usa,7.4,Tiktok,Yes,4.9,5,In Relationship,4,9,19-21,1.616051531894987,High
388,22,Male,Graduate,Mexico,6.2,Whatsapp,Yes,6.0,6,Single,3,7,22-24,0.3550483996471,Medium
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,19-21,0.3550483996471,Medium
391,20,Female,Undergraduate,Spain,4.5,Tiktok,Yes,7.4,6,Single,3,7,19-21,0.3550483996471,Medium
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6,19-21,-0.27545316647684354,Medium
394,21,Male,Graduate,India,6.5,Whatsapp,Yes,5.8,5,In Relationship,4,8,19-21,0.9855499657710435,High
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,19-21,-1.5364562987247306,Low
396,22,Male,Graduate,Turkey,4.8,Tiktok,Yes,7.4,6,Single,3,7,22-24,0.3550483996471,Medium
397,19,Female,Undergraduate,Usa,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,19-21,1.616051531894987,High
398,21,Male,Graduate,Mexico,6.3,Whatsapp,Yes,5.9,6,Single,3,7,19-21,0.3550483996471,Medium
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
400,22,Male,Graduate,Canada,4.6,Tiktok,Yes,7.6,6,Single,3,7,22-24,0.3550483996471,Medium
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,19-21,0.3550483996471,Medium
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
403,20,Female,Undergraduate,Ireland,4.1,Tiktok,Yes,7.8,7,Single,3,6,19-21,-0.27545316647684354,Medium
404,22,Male,Graduate,India,6.6,Whatsapp,Yes,5.7,5,In Relationship,4,8,22-24,0.9855499657710435,High
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,19-21,-1.5364562987247306,Low
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7,19-21,0.3550483996471,Medium
407,20,Female,Undergraduate,Usa,7.6,Tiktok,Yes,4.7,5,In Relationship,4,9,19-21,1.616051531894987,High
408,22,Male,Graduate,Mexico,6.4,Whatsapp,Yes,5.8,6,Single,3,7,22-24,0.3550483996471,Medium
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,19-21,0.3550483996471,Medium
411,20,Female,Undergraduate,Spain,4.3,Tiktok,Yes,7.6,6,Single,3,7,19-21,0.3550483996471,Medium
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,6,19-21,-0.27545316647684354,Medium
414,21,Male,Graduate,India,6.7,Whatsapp,Yes,5.6,5,In Relationship,4,8,19-21,0.9855499657710435,High
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4,19-21,-1.5364562987247306,Low
416,22,Male,Graduate,Turkey,4.6,Tiktok,Yes,7.6,6,Single,3,7,22-24,0.3550483996471,Medium
417,19,Female,Undergraduate,Usa,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,19-21,1.616051531894987,High
418,21,Male,Graduate,Mexico,6.5,Whatsapp,Yes,5.7,6,Single,3,7,19-21,0.3550483996471,Medium
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
420,22,Male,Graduate,Canada,4.4,Tiktok,Yes,7.8,6,Single,3,7,22-24,0.3550483996471,Medium
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7,19-21,0.3550483996471,Medium
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
423,20,Female,Undergraduate,Ireland,3.9,Tiktok,Yes,8.0,7,Single,3,6,19-21,-0.27545316647684354,Medium
424,22,Male,Graduate,India,6.8,Whatsapp,Yes,5.5,5,In Relationship,4,8,22-24,0.9855499657710435,High
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,19-21,-1.5364562987247306,Low
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,19-21,0.3550483996471,Medium
427,20,Female,Undergraduate,Usa,7.8,Tiktok,Yes,4.5,5,In Relationship,4,9,19-21,1.616051531894987,High
428,22,Male,Graduate,Mexico,6.6,Whatsapp,Yes,5.6,6,Single,3,7,22-24,0.3550483996471,Medium
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,19-21,0.3550483996471,Medium
431,20,Female,Undergraduate,Spain,4.1,Tiktok,Yes,7.8,6,Single,3,7,19-21,0.3550483996471,Medium
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6,19-21,-0.27545316647684354,Medium
434,21,Male,Graduate,India,6.9,Whatsapp,Yes,5.4,5,In Relationship,4,8,19-21,0.9855499657710435,High
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,4,19-21,-1.5364562987247306,Low
436,22,Male,Graduate,Turkey,4.4,Tiktok,Yes,7.8,6,Single,3,7,22-24,0.3550483996471,Medium
437,19,Female,Undergraduate,Usa,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,19-21,1.616051531894987,High
438,21,Male,Graduate,Mexico,6.7,Whatsapp,Yes,5.5,6,Single,3,7,19-21,0.3550483996471,Medium
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
440,22,Male,Graduate,Canada,4.2,Tiktok,Yes,8.0,6,Single,3,7,22-24,0.3550483996471,Medium
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7,19-21,0.3550483996471,Medium
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4,19-21,-1.5364562987247306,Low
443,20,Female,Undergraduate,Ireland,3.7,Tiktok,Yes,8.2,7,Single,3,6,19-21,-0.27545316647684354,Medium
444,22,Male,Graduate,India,7.0,Whatsapp,Yes,5.3,5,In Relationship,4,8,22-24,0.9855499657710435,High
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4,19-21,-1.5364562987247306,Low
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,19-21,0.3550483996471,Medium
447,20,Female,Undergraduate,Usa,8.0,Tiktok,Yes,4.3,5,In Relationship,4,9,19-21,1.616051531894987,High
448,22,Male,Graduate,Mexico,6.8,Whatsapp,Yes,5.4,6,Single,3,7,22-24,0.3550483996471,Medium
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,19-21,0.3550483996471,Medium
451,20,Female,Undergraduate,Spain,3.9,Tiktok,Yes,8.0,6,Single,3,7,19-21,0.3550483996471,Medium
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,4,22-24,-1.5364562987247306,Low
